time,observed_power,desired_power,drum_1,drum_2,drum_3,drum_4,drum_5,drum_6,drum_7,drum_8,actual_power,c1,c2,c3,c4,c5,c6,Tf,Tm,Tc,Xe,I,diff
0.0,1.0,1.0,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,832.4,830.22,814.35,1.0211272127599268e+19,1.1698434407665506e+19,0.0
1.0,0.9986791761269942,1.0,77.61023633480072,77.89988643229007,77.6526986092329,77.86005400419235,78.08672635555267,77.58194001317024,78.00790272951126,77.47935824394226,0.9986791761269942,0.9999940231597994,0.9999851594339998,0.999946926299808,0.9998645561688008,0.9995276676912042,0.9992020243441813,832.3961316205978,830.2200572263954,814.3497515552338,1.0211272185267642e+19,1.1698434249385632e+19,-0.13208238730058053
2.0,0.9998569668621907,1.0,77.4853284239769,78.05327372550964,77.58443787246942,77.9733921021223,78.42512493133545,77.43556486368179,78.29135145545006,77.2504874497652,0.9998569668621907,0.9999800442887136,0.9999509430729707,0.9998320784760485,0.9996114915716923,0.999145465356047,0.9991150526010456,832.3897187376131,830.2196449367722,814.3495242255245,1.021127232143072e+19,1.1698433875641123e+19,-0.014303313780927862
3.0,0.9981766706556697,1.0,77.27603490948677,78.13444987237453,77.408832500875,78.01723251789808,78.69126673340797,77.19184355735779,78.46832268238067,76.89810809791088,0.9981766706556697,0.9999741609970968,0.9999372280728668,0.9997957395440323,0.9995745680355451,0.9992873721461003,0.9992277090493792,832.3900553963919,830.2192785549162,814.3492976140545,1.0211272380574423e+19,1.1698433713267896e+19,-0.18233293443302712
4.0,0.9999758023568307,1.0,77.17370462715625,78.30471678376198,77.36498501449823,78.14902789443731,79.04426487088203,77.06753035187721,78.77252970933914,76.6982812911272,0.9999758023568307,0.9999550168590955,0.9998911481690569,0.9996510250732384,0.9992880279951596,0.9988031273475688,0.9987074264924845,832.3828971880223,830.2184957808986,814.3490598195824,1.0211272569203327e+19,1.1698433195473508e+19,-0.0024197643169299177
5.0,0.9978216974366312,1.0,76.94914326369762,78.37087860256433,77.16652278155088,78.18017641752958,79.29356289207935,76.80300681591034,78.92408566474914,76.32035219967365,0.9978216974366312,0.9999507706386741,0.9998825470493484,0.9996456054274271,0.9993630256394483,0.9992563280468401,0.9993595523695032,832.3867953715101,830.2179469894064,814.3488021129824,1.0211272615488473e+19,1.1698433068337064e+19,-0.2178302563368817
6.0,1.0002395362791539,1.0,76.86765367090702,78.55657973438501,77.14494776278734,78.32899128943681,79.6597652465105,76.69878803491592,79.24701537489891,76.14706775844097,1.0002395362791539,0.9999286380735117,0.9998300835383492,0.9994893598773558,0.9990669410245585,0.9986360219782582,0.9984493541501491,832.3789558940266,830.2170038571717,814.3485254414121,1.021127283593981e+19,1.1698432463143893e+19,0.023953627915385134
7.0,0.9973413752615619,1.0,76.62387600839138,78.60442342534661,76.91872094124555,78.34420271515846,79.8889823436737,76.40900500416755,79.3684015378356,75.73791390955448,0.9973413752615619,0.9999265105739672,0.9998277730822839,0.9995165497586335,0.9992348467514987,0.9992797096415137,0.9995165329357879,832.385297656871,830.216437854508,814.3482273069276,1.021127286483915e+19,1.1698432383666375e+19,-0.26586247384381423
8.0,1.0007728455843552,1.0,76.57238788828253,78.81325901225209,76.93084673136472,78.51755902469158,80.27597843408584,76.3352461412549,79.72120759934187,75.60438078939914,1.0007728455843552,0.9999011024908462,0.9997682075360796,0.9993441740104366,0.9989026580010117,0.9984857434007834,0.9981538517064835,832.3758727601555,830.2154020173277,814.3479121370381,1.0211273120036289e+19,1.169843168304654e+19,0.07728455843551973
9.0,0.99646705052083,1.0,76.29368837103247,78.82954748272896,76.65723298043012,78.50390735566616,80.47206022143364,76.00242381840944,79.79324855208397,75.1413611203432,0.99646705052083,0.9999025354799842,0.99977571549172,0.999414059670583,0.9991751831362711,0.9993590700065946,0.999828840691081,832.3849669329139,830.214913867292,814.3475804058463,1.0211273117670722e+19,1.1698431689319264e+19,-0.35329494791700444
10.0,1.0018845718371967,1.0,76.29707425385713,79.08242367506027,76.73408576399088,78.72223615944385,80.90044428706169,75.98726292997598,80.20619540214538,75.08343199193477,1.0018845718371967,0.9998718806435608,0.9997041425365746,0.9992064105136711,0.998752677754103,0.9982979751218068,0.9978052258105352,832.3724704184874,830.2137551577179,814.3472347326139,1.021127342676739e+19,1.1698430840698483e+19,0.18845718371967024
11.0,0.9929745945022197,0.998,75.8927497819066,78.9897896528244,76.29908999353647,78.60432331562042,80.9869932115078,75.50751283317804,80.11728663295507,74.58343199193477,0.9929745945022197,0.9998694730836617,0.9997029938284644,0.9992500869263594,0.998942106386254,0.9986080688300428,0.9979004294743555,832.3780257785056,830.2133159815037,814.3468763936434,1.0211273464455868e+19,1.1698430736975616e+19,-0.50254054977803
12.0,0.9989452850767498,0.996,75.9819424405694,79.31090502738952,76.47809822410345,78.8915310382843,81.48039014935493,75.58384245187044,80.61728663295507,74.64372113645076,0.9989452850767498,0.9997876125655902,0.999506170738672,0.9986145870267287,0.9975014356824109,0.9952238948029589,0.9948625232306588,832.3358462091664,830.2106404475401,814.346459061474,1.0211274273321144e+19,1.169842851655062e+19,0.29452850767498484
13.0,0.990324643200636,0.994,75.54007136374712,79.18211552798748,75.99069548696279,78.74089366495609,81.52864339128136,75.08384245187044,80.47269455641508,74.14372113645076,0.990324643200636,0.999757041991503,0.9994389468317272,0.9984695013479126,0.9974047605150674,0.9960516301309403,0.9951659128293379,832.338528756142,830.2081294132863,814.3458878580645,1.0211274593740077e+19,1.1698427636619764e+19,-0.3675356799364038
14.0,0.9929535695795434,0.992,75.58972866758704,79.46578908264637,76.11521112471819,78.99393070042133,81.98268153443932,75.10992799252271,80.92443997710943,74.14169286489486,0.9929535695795434,0.9996237780167322,0.9991196385876323,0.9974586073947367,0.9952357612231393,0.9911624651732837,0.9898443283728954,832.2783228191719,830.2029387072354,814.3451179049146,1.0211275913277108e+19,1.1698424014296095e+19,0.09535695795434007
15.0,0.9878443043197362,0.99,75.2766078852117,79.44104939624667,75.78324889689684,78.94745508134365,82.13093046024441,74.72213138192892,80.92724493071437,73.64169286489486,0.9878443043197362,0.9995317336485606,0.99890762656004,0.9968933665253028,0.9944284165436511,0.9916360162792369,0.9915346229978454,832.2669769480249,830.1967460475261,814.3440002380606,1.0211276849010665e+19,1.1698421445116965e+19,-0.21556956802637472
16.0,0.9871705926510711,0.988,75.21452487558126,79.62587578520179,75.76224283054471,79.10679346621036,82.48466912582516,74.61579045951366,81.23199897930026,73.47251968383789,0.9871705926510711,0.9993626165610843,0.9985090467340827,0.9957156831560753,0.9922075050982474,0.9873559667685171,0.9850712332166613,832.2113041531627,830.1884369181073,814.3424931928735,1.0211278542286762e+19,1.169841679647861e+19,-0.082940734892889
17.0,0.9847755248256742,0.986,75.02426518052816,79.70001774951815,75.57786328271031,79.15963056981563,82.72766824737191,74.36120510399341,81.37432673498988,73.11528905034065,0.9847755248256742,0.9992009947294439,0.9981361114778461,0.9947124595352771,0.9906870647413895,0.986586635175171,0.986069055774766,832.1829884787608,830.178411321257,814.3404812880995,1.0211280183389217e+19,1.1698412290654417e+19,-0.12244751743257787
18.0,0.9822030070403979,0.984,74.88330541104078,79.81349703595042,75.45220900252461,79.25219394564628,83.0081522680819,74.1595184981823,81.5718664817512,72.8261991918087,0.9822030070403979,0.9990001030468844,0.9976726998928463,0.9934608840151561,0.9886976536947886,0.9839018875644984,0.982701855213148,832.1397121152818,830.1668121643335,814.3379240062297,1.0211282224091826e+19,1.1698406687666926e+19,-0.17969929596021172
19.0,0.981452058982774,0.982,74.76384922415018,79.9425247900188,75.35025305226445,79.3614311248064,83.3024707056582,73.97908380925655,81.78995984718203,72.56495692133903,0.981452058982774,0.9987812629277909,0.9971732160172426,0.9921705737996338,0.9868188337736096,0.9821737850942671,0.9815252591821919,832.1021669934522,830.1535048834231,814.3347636036458,1.02112844630751e+19,1.1698400539983038e+19,-0.054794101722599464
20.0,0.977554425023715,0.98,74.57354802936315,80.00958940312266,75.15689938440919,79.41151964217424,83.53433204367757,73.71552083194256,81.91647763475775,72.19858362078666,0.977554425023715,0.9985431593721654,0.9966347282914468,0.9908276983397806,0.9849552293518998,0.9801674347134792,0.9791032424685342,832.0645270554746,830.1389944281208,814.3309779726413,1.0211286914596741e+19,1.1698393808435925e+19,-0.24455749762849477
21.0,0.9824466300749733,0.981,74.58584847226739,80.24600399956107,75.21433523222804,79.62829012721777,83.93176633790135,73.67986605614423,82.28560559377074,72.12290621101856,0.9824466300749733,0.9982921972462506,0.9960742527337942,0.9895022141881286,0.9833090451431736,0.9793925586683999,0.9790012832538617,832.0350061730572,830.1230504805266,814.3265461835075,1.021128952047821e+19,1.1698386652633053e+19,0.14466300749733652
22.0,0.9772574645866522,0.982,74.30562468543648,80.23551807105541,74.90499630495906,79.60482126027345,84.08481351211667,73.31210203021764,82.29505200609564,71.62448054850101,0.9772574645866522,0.9980808083549871,0.9956208151637326,0.9886288401486034,0.9828132166337469,0.9806829153188356,0.9812060370910185,832.0365514180338,830.1080149010716,814.3215426228959,1.0211291772619848e+19,1.169838046716409e+19,-0.47425354133477926
23.0,0.9852868147965659,0.983,74.4090065203607,80.54725358188152,75.07298286184668,79.89695930033922,84.55456528738141,73.377163182199,82.76923541650176,71.6777999728918,0.9852868147965659,0.9978414054131992,0.9951063176318562,0.9875970521034872,0.9818841447605027,0.9801756587721522,0.9807049537673409,832.0202157032498,830.0927246696078,814.3160807705763,1.021129432309598e+19,1.1698373462307183e+19,0.22868147965658947
24.0,0.9791695136969326,0.984,74.03940989002585,80.46028501093387,74.6490650318563,79.80047773867845,84.63039406314492,72.90596700757742,82.66410177126527,71.1777999728918,0.9791695136969326,0.9976752257897397,0.9947806927029902,0.9872729860723269,0.9825921030312105,0.9830325873058577,0.9832727419073216,832.048118827983,830.0798722269938,814.3103000109243,1.021129619207786e+19,1.169836832739797e+19,-0.48304863030673717
25.0,0.9864956589429794,0.985,74.16456386372447,80.78962496221065,74.8418826751411,80.1111729696393,85.11598893180489,72.99374036043882,83.16045694723725,71.26082752943039,0.9864956589429794,0.9974554934021153,0.9943283822964123,0.9865155640896756,0.9820287793410484,0.9816320180778643,0.9821127320095427,832.0307055337045,830.0670630994795,814.3043638651743,1.0211298601274743e+19,1.1698361709294807e+19,0.14956589429794276
26.0,0.9825905456185005,0.986,73.83121177479624,80.73223560228944,74.46068444773555,80.0450568601489,85.21935345903039,72.5615563198924,83.09469892010092,70.76082752943039,0.9825905456185005,0.9973223339122735,0.9940967314722963,0.9865558872093456,0.9833078238494058,0.9852548087814671,0.9860551156186669,832.0675105396293,830.0567052715086,814.2983628520715,1.0211300197699146e+19,1.169835732148503e+19,-0.34094543814995326
