#{"t_start": 1790202046.5118334, "env_id": "None"}
r,l,t
-110.22705,21,29.147519
-112.30939,26,29.20508
-110.14036,28,29.292214
-92.087776,22,29.321643
-86.50093,32,29.366392
-97.99085,18,29.380627
-83.80009,24,29.409091
-76.88722,38,29.440591
-86.20601,36,29.455158
-109.14339,6,29.499028
-79.85785,25,29.512911
-112.56459,13,29.512958
-90.321526,34,29.543964
-111.25731,10,29.586606
-109.41447,28,29.615659
-98.650764,20,29.67486
-96.76968,22,29.68905
-104.23921,7,29.689095
-98.23726,33,29.775562
-99.22263,21,29.803776
-89.40886,20,29.803843
-124.27621,23,29.847814
-111.96251,22,29.863054
-89.77963,16,29.920546
-93.25898,11,29.935069
-104.390366,18,29.950102
-106.921684,5,30.007621
-102.56919,7,30.022047
-116.480705,15,30.022095
-97.721054,39,30.022111
-109.46485,5,30.094793
-97.39228,16,30.094886
-101.24253,20,30.136748
-113.96397,8,30.210087
-112.40738,41,30.210178
-104.3639,7,30.239833
-92.92334,16,30.255155
-108.62578,42,30.283991
-88.849396,36,30.326516
-119.62877,11,30.370233
-94.25494,10,30.38439
-102.89283,14,30.412717
-127.319595,30,30.442842
-81.39096,31,30.471905
-100.47003,11,30.544156
-104.11576,7,30.573119
-103.39805,3,30.615328
-119.66756,37,30.629847
-103.39128,18,30.629895
-104.62327,7,30.644115
-113.59387,24,30.674918
-111.86207,21,30.747435
-105.98481,24,30.763878
-60.92876,56,30.763924
-105.76063,7,30.778874
-110.04076,35,30.793084
-105.68256,12,30.80751
-106.89293,38,30.80756
-106.448975,4,30.807575
-98.15222,15,30.850373
-109.274475,6,30.850447
-98.1957,10,30.907795
-107.00759,20,30.936284
-104.57159,10,30.95069
-98.738686,13,30.964897
-116.42943,10,30.99454
-99.62451,16,31.022734
-110.48965,9,31.038036
-102.4071,7,31.068173
-108.79669,5,31.09911
-118.314156,19,31.410899
-102.18188,36,31.425004
-106.549576,14,31.425046
-99.8698,7,31.425061
-107.007935,8,31.468169
-104.14662,7,31.483073
-87.58411,27,31.483126
-103.12624,7,31.525374
-105.96294,5,31.553931
-118.66052,11,31.582496
-100.226425,15,31.625022
-103.356476,10,31.625093
-95.83495,39,31.653032
-79.24289,27,31.667575
-90.34936,19,31.696337
-107.74045,35,31.738537
-106.417885,4,31.754203
-104.382454,10,31.768472
-101.7328,5,31.827264
-104.28899,4,31.827349
-99.64209,6,31.827365
-91.01426,17,31.827385
-95.379395,13,31.841812
-95.523094,13,31.856881
-106.07112,7,31.929468
-111.773994,12,32.001406
-80.46706,37,32.001489
-117.86266,34,32.017717
-92.60459,33,32.032251
-102.96396,9,32.061538
-107.14076,5,32.076171
-104.39136,17,32.076222
-111.82614,6,32.091281
-88.62102,36,42.007411
-97.48014,23,42.022724
-106.22352,10,42.022772
-94.13272,24,42.065021
-119.59891,9,42.065093
-107.17497,10,42.079242
-104.412125,10,42.093773
-104.6999,4,42.125283
-109.91401,5,42.169484
-121.09246,20,42.184015
-108.50461,12,42.198515
-103.068985,15,42.243267
-111.43591,11,42.285633
-106.29812,42,42.314119
-106.94585,17,42.329753
-103.28873,5,42.358583
-111.79639,20,42.358644
-67.61888,37,42.460053
-115.42379,18,42.460151
-97.88392,9,42.488795
-88.696304,27,42.56124
-101.032814,39,42.576821
-105.42978,22,42.651053
-90.10837,24,42.664933
-104.97792,8,42.67938
-97.61766,30,42.679429
-110.99227,8,42.69396
-87.85945,39,42.753508
-97.263306,22,42.781684
-89.85158,34,42.855276
-117.57173,13,42.87156
-106.218575,7,42.88642
-93.647285,14,42.886472
-98.66986,18,42.916253
-106.74049,7,42.961168
-107.22597,33,42.976731
-104.70439,3,43.005285
-93.70201,23,43.00534
-103.22095,7,43.019878
-114.28519,24,43.048096
-99.803,7,43.119245
-108.17664,26,43.135086
-99.89748,9,43.135134
-102.24349,47,43.149766
-124.83274,12,43.149819
-106.33636,19,43.163945
-103.41784,20,43.178813
-105.39589,15,43.223042
-102.8359,9,43.25351
-100.54988,7,43.267896
-117.9911,30,43.310361
-102.52296,6,43.354519
-104.348595,8,43.369238
-94.78429,16,43.384182
-101.16814,27,43.443259
-98.40283,14,43.512695
-102.77735,23,43.512787
-123.68284,25,43.512805
-103.63787,9,43.571316
-83.68556,31,43.586255
-98.1277,34,43.629803
-103.108406,9,43.644824
-94.53618,20,43.644881
-107.25205,23,43.702358
-103.11338,5,43.702436
-89.33145,24,43.733613
-100.33379,11,43.733682
-71.683525,37,43.764809
-106.319275,6,43.796124
-125.54561,20,43.811356
-107.53706,5,43.841463
-106.77385,5,43.870855
-105.69969,12,43.914078
-115.05529,18,43.914151
-99.40865,8,43.929693
-90.75419,22,43.972579
-121.85818,36,44.047916
-99.23936,10,44.064812
-105.89453,16,44.081154
-108.582825,16,44.111053
-71.1682,35,44.111114
-108.328156,25,44.11113
-109.12721,13,44.126134
-107.10986,32,44.184737
-99.66996,10,44.199032
-103.83076,9,44.256913
-114.27475,11,44.271256
-100.32236,12,44.287368
-95.94853,13,44.390745
-87.21767,31,44.433843
-112.492714,11,44.433916
-87.90103,23,44.449737
-116.44692,26,44.449787
-105.44259,4,44.508254
-128.90677,17,44.537021
-106.7146,23,44.595621
-102.248924,10,44.595706
-103.48673,8,44.625511
-71.15633,50,44.654111
-87.90299,40,44.671873
-100.17738,20,44.68761
-103.05728,14,44.751219
-113.65502,11,44.767799
-106.78379,6,44.783646
-107.462395,4,44.817307
-98.82589,13,44.832042
-89.18359,15,44.88924
-102.065254,19,44.889323
-96.12466,32,44.918332
-110.26019,8,44.932206
-99.24368,9,44.961453
-111.94297,38,45.006335
-100.53401,7,45.02062
-127.25491,58,45.050907
-90.44643,26,45.065655
-101.72087,9,45.095222
-103.794395,7,45.110317
-111.24437,14,45.140672
-102.95933,7,45.170503
-101.13803,9,45.184349
-92.28858,22,45.21375
-91.27304,26,45.272659
-113.54408,12,45.272744
-119.558685,33,45.27276
-83.85794,35,45.287744
-107.83698,6,45.301547
-111.532936,14,45.345485
-91.503494,13,45.3754
-109.37017,24,45.375463
-103.62198,3,45.389407
-114.91812,16,45.404071
-112.8519,22,45.434715
-109.85514,12,45.449468
-111.83706,10,45.449517
-96.92844,15,45.507395
-98.2752,9,45.50748
-100.48555,19,45.549573
-97.87938,11,45.549645
-95.30433,13,45.697774
-101.72543,20,45.697876
-103.81285,18,45.697897
-102.827034,13,45.697909
-109.49212,11,45.712445
-97.9097,12,45.7266
-96.50661,23,45.783507
-103.31047,7,45.797536
-103.206635,25,45.812232
-96.56268,9,45.826922
-106.36178,9,45.826979
-93.57765,33,45.856941
-96.77451,12,45.871634
-88.27297,12,45.885732
-101.52941,9,45.913031
-101.864365,7,45.927598
-106.07399,9,45.927643
-95.71028,47,45.957996
-105.49905,11,45.98551
-110.71725,8,46.041812
-106.96625,11,46.086603
-106.608505,13,46.101676
-122.11779,25,46.173129
-105.67206,16,46.188202
-90.97028,33,46.204005
-100.40639,23,46.219055
-89.92867,18,46.247848
-106.94048,6,46.291971
-104.535805,8,46.292041
-104.20238,6,46.307103
-104.33793,4,46.349035
-103.60199,7,46.349106
-93.67896,36,46.378263
-100.79698,21,46.392935
-99.241875,37,46.407151
-113.44733,17,46.436075
-94.41028,28,46.450265
-106.9679,10,46.495363
-84.960144,29,46.52585
-111.00905,12,46.569983
-94.01366,10,46.584117
-98.34908,14,46.612019
-96.63515,12,46.627103
-101.603745,12,46.66962
-109.71687,21,46.684278
-105.370705,6,46.698811
-117.10486,12,46.69886
-102.77511,10,46.712982
-95.14183,30,46.727137
-107.655495,8,46.742575
-97.66253,27,46.742625
-116.19881,34,46.800969
-96.441315,12,46.845336
-106.45931,7,46.946458
-102.73555,16,46.9616
-95.6648,20,46.977249
-98.132805,20,47.034595
-113.579056,25,47.063647
-120.05467,25,47.063706
-113.23423,33,47.063722
-108.61811,11,47.137736
-77.98654,30,47.152705
-102.88318,9,47.196204
-101.937004,6,47.238261
-122.112976,36,47.267741
-95.79883,16,47.267806
-103.55156,22,47.282381
-103.27897,23,47.282428
-103.35082,9,47.39823
-103.69735,8,47.398333
-103.10248,42,47.413017
-107.54042,11,47.428053
-107.722725,25,47.428116
-116.723755,16,47.471643
-102.213974,5,47.471714
-101.92154,24,47.485949
-126.24269,32,47.527898
-103.54375,5,47.556891
-101.26406,14,47.600777
-85.76778,17,47.718523
-91.107834,37,47.732804
-102.676155,22,47.748607
-119.48623,23,47.763751
-95.455894,20,47.763805
-103.52426,19,47.806691
-91.99229,15,47.821927
-89.34526,37,47.821975
-103.55882,5,47.83657
-99.96516,5,47.879976
-112.853096,7,47.923642
-115.385254,10,47.980987
-95.09086,15,47.981067
-96.618065,41,48.010106
-90.14766,20,48.024943
-75.56945,35,48.069601
-87.767914,26,48.09844
-108.893326,7,48.129206
-89.311806,22,48.14335
-90.97173,34,48.245124
-120.434654,20,48.274143
-98.334694,12,48.274206
-105.7659,5,48.349141
-112.586716,17,48.378705
-90.55615,22,48.393491
-98.57921,32,48.393539
-83.612335,35,48.393555
-105.090866,7,48.494528
-94.334984,11,48.551807
-106.62613,5,48.566233
-106.844635,41,48.581659
-85.38689,39,48.581708
-115.93822,16,48.581724
-115.16526,17,48.643204
-108.89954,5,48.643307
-100.04939,38,48.702491
-102.866516,10,48.733128
-80.05344,33,48.733192
-104.9674,25,48.747433
-113.20581,8,48.762439
-104.21189,4,48.791641
-104.17774,10,48.791698
-105.33369,36,48.807354
-102.74243,4,48.849973
-101.43901,11,48.864876
-100.073616,13,48.921973
-95.468765,24,48.936836
-110.31679,14,48.95277
-103.90201,8,48.969353
-105.48152,13,48.985269
-96.83722,29,48.985317
-96.61471,16,48.999457
-76.83569,30,49.028822
-107.89429,7,49.059558
-110.64049,7,49.073503
-123.319214,21,49.117732
-101.799385,7,49.133054
-110.00102,8,49.178824
-91.121895,14,49.194661
-108.40413,15,49.223175
-99.90145,17,49.238723
-100.40047,11,49.298478
-116.03949,8,49.313367
-100.61153,33,49.359554
-104.886406,8,49.359634
-119.7904,30,49.374371
-104.96636,5,49.389366
-106.692215,5,49.434062
-109.05148,10,49.448138
-86.32019,27,49.479754
-113.01107,9,49.510072
-119.72672,22,49.510134
-109.269356,7,49.586951
-93.84668,13,49.587054
-95.787796,12,49.617182
-118.207825,17,49.617248
-111.861145,51,49.704896
-111.45204,32,49.704994
-95.752525,13,49.70501
-91.64845,41,49.734397
-105.61699,10,49.73446
-99.70366,11,49.749006
-98.68764,10,49.763383
-103.09656,6,49.793688
-104.50591,6,49.793749
-105.00795,9,49.836542
-96.33695,30,49.894726
-97.22253,20,49.908997
-106.1581,12,49.965644
-106.892456,16,49.965724
-91.73143,13,50.024376
-104.60457,9,50.038197
-110.16879,20,50.084352
-102.20587,13,50.084426
-76.1825,27,50.158803
-87.32723,29,50.158901
-95.20043,10,50.17353
-107.28358,47,50.203058
-118.54929,17,50.217339
-103.12514,14,50.245478
-101.81673,12,50.259491
-108.84705,12,50.259537
-101.988235,35,50.259552
-99.64028,11,50.319334
-102.3204,7,50.319418
-102.513855,9,50.392961
-104.60591,31,50.421872
-121.02653,12,50.436517
-100.01267,12,50.436567
-97.14903,9,50.450326
-112.298164,17,50.450375
-113.88701,10,50.464073
-102.96583,16,50.478175
-100.64323,8,50.507394
-102.42431,6,50.537287
-108.89655,31,50.611013
-95.70568,15,50.652627
-110.055145,9,50.667662
-119.18306,17,50.681943
-109.87514,6,50.695712
-89.36299,38,50.724383
-114.12941,21,50.754569
-107.433395,6,50.783754
-104.467834,8,50.783821
-83.284195,26,50.798411
-105.298096,23,50.798453
-112.60705,11,50.842886
-100.22638,6,50.872187
-106.98837,5,50.87225
-93.28005,15,50.943671
-114.34897,10,50.943766
-107.63092,6,50.958781
-108.79182,24,51.002125
-113.82449,34,51.002198
-105.84444,16,51.016467
-106.2548,3,51.060266
-91.74039,41,51.074789
-105.029625,3,51.10369
-85.462715,26,51.133979
-89.80925,15,51.164148
-95.28203,13,51.194034
-109.08111,7,51.209551
-108.4675,26,51.224199
-109.699745,19,51.238168
-118.28119,16,51.238217
-112.49481,11,51.238232
-101.76147,22,51.267426
-95.81116,34,51.368462
-110.818634,11,51.39739
-103.90973,15,51.413445
-115.444016,20,51.428026
-109.517166,14,51.442485
-107.81834,19,51.514552
-102.8543,8,51.514643
-97.19693,20,51.514659
-103.698006,5,51.514671
-110.185776,24,51.557595
-101.99178,9,51.557669
-88.319916,14,51.572057
-91.04052,13,51.600606
-95.29559,32,51.631338
-102.603516,6,51.645971
-109.55244,13,51.70398
-107.04953,17,51.763182
-101.8832,14,51.763262
-113.8149,19,51.792645
-108.32419,8,51.880578
-97.8822,10,51.91003
-93.120674,16,51.940536
-81.45009,23,51.97003
-76.6005,32,51.984528
-97.131905,7,52.013606
-90.09355,26,52.028767
-103.593666,6,52.028818
-100.64624,52,52.028834
-107.6379,6,52.056243
-107.41402,4,52.071174
-115.19873,36,52.098803
-96.40855,16,52.112953
-109.77225,37,52.141957
-103.52348,9,52.155668
-112.04789,11,52.21269
-110.84962,8,52.227598
-97.241104,7,52.255787
-113.43736,13,52.329102
-86.88483,25,52.344402
-91.359146,38,52.34445
-106.82776,8,52.344465
-96.85418,22,52.344478
-104.53083,31,52.476267
-99.95659,10,52.476369
-107.27455,12,52.520289
-115.38797,14,52.54848
-90.046425,14,52.548544
-92.58096,34,52.562697
-88.46466,27,52.607146
-108.21917,19,52.6227
-82.9959,38,52.651494
-107.28277,12,52.651551
-93.14516,11,52.769416
-92.33367,16,52.799015
-114.43331,17,52.79908
-116.79267,19,52.799096
-117.077194,14,52.828352
-86.80998,44,52.89928
-102.863815,7,52.899373
-98.99192,21,52.960716
-92.57144,33,52.960805
-100.588394,32,53.018255
-84.89276,17,53.047896
-99.68022,12,53.076865
-98.91077,30,53.091035
-112.95186,11,53.119009
-105.48361,22,53.147892
-105.34168,10,53.163187
-103.287766,5,53.163239
-111.73578,15,53.178146
-110.78524,15,53.296654
-101.02264,12,53.296761
-94.33269,9,53.31087
-94.927666,37,53.310909
-89.01167,38,53.354182
-100.75511,16,53.396797
-106.42663,7,53.411195
-112.24614,8,53.471011
-98.99925,21,53.471091
-94.42015,13,53.485745
-107.72908,6,53.485789
-115.89555,41,53.499668
-109.291756,15,53.529187
-111.15477,8,53.586979
-96.87313,38,53.601835
-96.80984,12,53.645041
-102.87328,25,53.659002
-114.28903,13,53.673614
-96.184326,39,53.717841
-105.40804,4,53.717986
-92.75378,16,53.821743
-96.93308,28,53.821892
-114.78916,22,53.851398
-100.41589,26,53.865741
-101.3278,8,53.967576
-97.65282,21,53.983073
-103.81935,13,54.01281
-107.96488,5,54.086863
-89.689255,26,54.101741
-88.71125,27,54.117789
-87.77254,35,54.117877
-104.70006,5,54.177008
-115.75653,47,54.192267
-88.48121,38,54.206996
-114.44131,24,54.221766
-108.23859,17,54.236865
-88.14811,29,54.251242
-92.85809,13,54.313776
-105.23287,5,54.32935
-125.40055,17,54.447936
-102.21532,26,54.476689
-112.223236,11,54.49152
-92.9133,21,54.491561
-108.69276,5,54.519627
-117.26356,16,54.549411
-87.108284,41,54.579393
-114.57492,24,54.579451
-99.11592,33,54.609438
-120.07197,27,54.609503
-108.663345,6,54.641372
-111.46965,12,54.656407
-106.285385,6,54.671162
-105.186005,11,54.685369
-94.12632,9,54.745506
-114.008766,9,54.745588
-107.282234,10,54.832963
-98.17298,23,54.833067
-98.51878,6,54.833084
-96.09069,14,54.84816
-109.153725,13,54.862569
-113.08786,8,54.862617
-104.44802,14,54.862632
-89.47112,43,54.876441
-96.3896,31,54.949467
-103.7508,8,54.949559
-99.45764,9,55.006954
-95.78716,16,55.065133
-114.570045,8,55.065219
-88.579025,17,55.079861
-112.759766,38,55.140906
-112.820694,10,55.155673
-107.43241,20,55.155714
-102.217445,7,55.170588
-96.68588,22,55.188175
-81.7906,28,55.263226
-101.59251,10,55.305609
-124.57169,33,55.34824
-122.41162,28,55.362982
-109.36701,15,55.363032
-105.1919,5,55.377229
-112.369255,21,55.391263
-102.72048,19,55.44865
-88.5728,18,55.5195
-108.09856,27,55.579268
-104.81556,5,55.593595
-88.65224,17,55.593644
-116.95977,11,55.608235
-104.875404,6,55.665178
-102.436745,5,55.665279
-81.96841,37,55.693871
-107.99997,9,55.723274
-118.55968,27,55.753309
-103.51753,6,55.753366
-91.04529,28,55.768047
-100.99567,6,55.782535
-114.95969,52,55.82634
-107.97984,7,55.856806
-103.6403,3,55.870647
-107.618774,18,55.870695
-110.471436,9,55.884593
-98.57318,34,55.884641
-99.45665,17,55.914026
-136.81172,37,55.914087
-88.79982,18,56.274937
-100.9731,11,56.331093
-96.81377,21,56.360518
-100.83308,25,56.433506
-108.907745,20,56.447864
-114.37337,26,56.519432
-98.71294,27,56.564298
-101.55666,14,56.564378
-107.88976,16,56.564394
-87.79704,33,56.680984
-102.76544,28,56.681095
-97.855194,37,56.697708
-103.669815,10,56.713973
-106.442726,15,56.745186
-87.4131,24,56.79248
-109.39539,25,56.82325
-125.63272,42,56.823316
-97.89227,11,56.885975
-101.31583,14,56.900945
-104.65173,8,56.945977
-94.52226,11,56.994982
-119.771515,15,57.026959
-112.56363,21,57.027022
-114.70282,8,57.073631
-69.62607,35,57.105473
-109.07212,14,57.12091
-103.13334,8,57.120959
-102.71751,25,57.136491
-107.398605,19,57.183032
-106.820244,5,57.198407
-106.50726,10,57.228755
-109.29607,10,57.275462
-116.785194,12,57.290939
-129.49585,39,57.29099
-97.97239,8,57.305919
-101.75706,4,57.338218
-99.54636,50,57.338283
-106.67006,7,57.401472
-104.333176,5,57.416994
-105.85634,5,57.41704
-101.20962,12,57.481328
-99.894356,7,57.51307
-91.187874,18,57.513129
-93.99289,35,57.577387
-107.69505,20,57.626815
-112.619835,14,57.642246
-104.9769,10,57.675097
-81.079636,34,57.675162
-108.3315,42,57.690525
-108.53968,6,57.720587
-113.50021,21,57.815847
-86.175735,43,57.880992
-98.333885,7,57.928852
-107.497635,16,57.928927
-82.70308,33,57.945668
-94.6286,20,58.010795
-110.349594,32,58.024803
-102.72844,6,58.039138
-87.961876,30,58.053647
-118.82594,13,58.082815
-96.58743,11,58.097395
-119.01789,28,58.111587
-106.70147,8,58.154708
-101.28805,9,58.213746
-98.965965,40,58.256171
-93.301254,35,58.256246
-105.472115,8,58.2703
-92.47065,24,58.284687
-115.94459,19,58.300802
-102.96543,6,58.34293
-85.852776,16,58.342999
-116.572105,21,58.357766
-81.50653,27,58.400224
-87.81606,23,58.428738
-106.66137,9,58.488894
-100.939026,21,58.516525
-108.59618,7,58.53103
-104.82918,7,58.58654
-96.30527,20,58.690038
-103.81711,15,58.747365
-100.40759,16,58.747456
-80.049706,34,58.790083
-72.512115,38,58.805058
-108.338646,8,58.805106
-77.76305,38,58.819733
-81.32106,39,58.849069
-106.94327,35,58.849126
-109.759224,38,58.89355
-105.17668,3,58.893624
-89.340805,22,58.907312
-108.94036,13,58.936216
-101.527504,9,58.936273
-95.161026,16,58.97871
-103.074425,9,58.978785
-115.1769,12,58.993108
-97.6362,15,59.0073
-100.78494,10,59.036633
-106.58313,6,59.065311
-100.37917,9,59.065368
-105.28393,8,59.095179
-98.67881,10,59.184247
-106.36133,8,59.184349
-114.64987,12,59.184366
-104.33285,9,59.198746
-101.510025,20,59.226946
-105.52786,11,59.256158
-97.12974,9,59.315089
-105.91063,6,59.315169
-113.36749,11,59.344035
-102.35875,27,59.386746
-84.876205,34,59.386815
-126.445015,44,59.443954
-111.78752,38,59.458576
-99.38182,7,59.487877
-136.18782,23,59.516737
-108.81037,6,59.531264
-99.991844,15,59.531311
-94.19449,14,59.546508
-96.521736,16,59.546555
-105.56292,11,59.54657
-96.31869,8,59.635555
-96.67477,13,59.649711
-111.64612,10,59.691936
-109.69067,32,59.722522
-113.758804,8,59.768217
-93.4729,16,59.768291
-108.62111,5,59.768312
-68.184525,40,59.788563
-95.678246,17,59.803562
-91.79632,18,59.803611
-97.712585,7,59.831523
-84.09672,20,59.846829
-102.51354,9,59.931591
-100.762505,11,59.946243
-96.559044,12,59.946287
-106.39804,9,59.960022
-103.43451,12,59.974535
-100.54866,8,60.075224
-97.47627,16,60.16334
-97.44184,28,60.178752
-101.65856,14,60.178808
-110.70791,17,60.193403
-104.988014,27,60.235519
-108.68183,5,60.249415
-92.820366,42,60.249465
-102.660614,5,60.263965
-98.52148,56,60.309168
-103.33305,5,60.324296
-102.843445,7,60.338876
-99.36007,13,60.369557
-87.01759,30,60.384315
-106.44641,5,60.384365
