#{"t_start": 1790202046.5118334, "env_id": "None"}
r,l,t
-91.62114,47,825.047256
-76.520966,46,825.047297
-86.70754,53,825.093722
-101.34388,52,825.860531
-67.703316,43,825.950778
-87.878235,47,826.04288
-82.0318,46,826.102464
-94.572296,47,826.148191
-97.51176,45,826.148257
-86.26928,44,826.177806
-89.775696,52,826.223872
-73.13858,51,826.238939
-92.99737,53,826.254171
-90.556015,44,826.526018
-73.45712,41,826.724837
-99.21596,51,826.72492
-87.08348,48,826.768533
-71.94668,40,826.783743
-75.6457,44,826.815135
-88.19116,43,826.891339
-89.7386,46,826.920099
-94.07109,53,826.950996
-88.84464,49,826.997685
-94.53371,47,827.238696
-94.36304,45,827.40713
-97.98381,53,827.527054
-62.823013,42,827.527137
-88.42076,51,827.556324
-81.6017,52,827.601665
-100.30345,55,827.601729
-85.71083,49,827.663198
-81.891235,47,827.663279
-75.326324,50,827.753371
-81.83292,46,827.93663
-76.23747,37,828.172445
-74.660126,43,828.187869
-77.52634,52,828.202104
-79.09655,47,828.247522
-94.79904,53,828.367702
-84.90513,51,828.38277
-83.28612,51,828.442326
-74.4859,51,828.442401
-99.269325,55,828.594255
-91.74301,48,828.673859
-66.67155,43,828.82453
-103.08531,49,828.930825
-71.46951,37,829.011641
-81.26954,51,829.026878
-86.8909,55,829.041499
-102.32273,44,829.056643
-79.514465,47,829.086286
-97.77847,45,829.130644
-82.02972,46,829.296993
-74.740845,48,829.40283
-72.433334,49,829.569386
-98.9454,49,829.676234
-99.48776,49,829.752421
-84.998825,49,829.766978
-87.69347,48,829.813025
-96.48161,50,829.813085
-93.73687,51,829.813098
-70.32232,46,829.827871
-103.23036,51,830.067651
-77.31673,47,830.112515
-94.04614,48,830.295086
-58.680748,42,830.310337
-65.074265,37,830.372375
-79.13236,45,830.433678
-66.32588,50,830.522653
-64.02471,47,830.522743
-72.08516,47,830.537487
-83.26849,54,830.62762
-68.764,48,830.837551
-92.41832,54,830.8838
-92.22809,50,831.047611
-80.50121,51,831.079833
-85.12811,49,831.108613
-85.214806,50,831.184398
-71.55416,45,831.198839
-86.813324,46,831.22882
-78.719986,47,831.338135
-94.098976,56,831.371805
-60.75946,45,831.519681
-80.10305,49,831.624645
-77.12337,37,831.63993
-93.653114,50,831.865268
-113.29352,56,831.898896
-73.7171,46,831.898951
-90.74756,49,831.928568
-66.92477,39,831.958809
-87.40843,48,831.958863
-73.20099,44,832.004638
-66.94255,54,832.33043
-76.747856,47,832.344744
-86.77676,54,832.432947
-75.22238,33,832.493277
-73.34531,42,832.582871
-83.78993,46,832.611194
-85.896515,44,832.611272
-109.70051,50,832.611286
-97.35243,49,832.625968
-85.043396,51,832.655121
-62.11271,44,833.006724
-92.26956,51,833.096894
-78.06121,50,833.186399
-70.93338,39,833.201693
-85.9371,47,833.201745
-91.24739,47,833.325117
-71.66629,51,833.356397
-103.70423,54,833.444547
-112.1933,58,833.490461
-132.14508,57,833.519223
-69.97931,48,833.731733
-68.69209,45,833.883209
-94.42071,53,833.899029
-80.69288,50,833.943658
-109.43013,52,833.989969
-93.358826,42,834.08089
-75.84813,39,834.080977
-86.320656,51,834.095081
-76.95611,51,834.1254
-81.197784,43,834.173013
-74.03739,38,834.311537
-97.86249,47,834.592899
-65.49762,36,834.640052
-74.32327,44,834.655294
-97.01995,51,834.671187
-68.85069,43,834.731635
-85.32037,56,834.789357
-78.754715,49,834.820681
-74.46231,52,834.909018
-91.55265,50,834.924357
-91.71815,45,834.984008
-90.27955,53,835.398579
-89.680824,49,835.398667
-73.41655,45,835.414114
-72.21492,51,835.414154
-77.73324,35,835.459756
-70.9335,44,835.49062
-100.253654,56,835.520703
-100.217186,55,835.626456
-91.98629,49,835.657544
-84.36367,44,835.657598
-68.274506,36,835.964511
-89.753845,44,836.072245
-85.95099,43,836.146087
-98.82359,50,836.160933
-100.214905,50,836.221365
-71.98009,47,836.237027
-101.258934,56,836.267905
-86.811,51,836.409114
-98.76906,50,836.424533
-73.97525,55,836.500001
-89.395775,51,836.749252
-90.82554,40,836.779354
-79.5267,41,836.855675
-99.512314,52,836.870262
-77.29722,42,836.886309
-110.04732,52,836.944956
-73.07378,37,836.976547
-62.4571,48,837.007569
-79.82268,43,837.084483
-102.79787,53,837.316223
-82.28372,47,837.504676
-89.072495,51,837.536908
-70.80009,46,837.566734
-78.760925,41,837.582145
-88.26376,48,837.611234
-94.774506,55,837.729163
-94.41198,47,837.72925
-75.997475,50,837.744101
-79.380615,49,837.835901
-106.617,55,838.151736
-64.17219,44,838.196929
-73.79579,44,838.228361
-69.12257,41,838.228423
-72.43959,48,838.306062
-69.349144,41,838.353704
-105.659,57,838.369543
-77.56585,46,838.447158
-71.68744,42,838.476583
-112.569756,53,838.539955
-81.28844,48,838.888252
-90.267426,47,838.917643
-82.96166,45,838.917698
-82.08727,48,838.961834
-86.20291,48,839.039793
-80.63094,44,839.039875
-100.84978,52,839.151197
-73.59543,47,839.166179
-89.46497,51,839.261122
-78.78439,51,839.322587
-74.16118,38,839.474995
-77.70292,36,839.475085
-93.70433,50,839.683766
-77.637955,48,839.698721
-73.364914,46,839.74434
-101.75914,55,839.883078
-94.349014,48,839.883165
-83.35789,50,839.928923
-99.49116,53,840.06895
-96.1561,52,840.116545
-76.030525,51,850.227119
-79.491714,52,850.241638
-69.511,43,850.378628
-85.251434,48,850.393826
-94.19573,52,850.472826
-78.41649,44,850.535089
-88.555626,50,850.629091
-88.09388,52,850.706073
-76.40271,49,850.802016
-59.46748,38,851.253715
-84.90788,39,851.253773
-100.69074,53,851.330197
-84.67121,48,851.554734
-94.0473,49,851.554823
-94.4805,49,851.645154
-93.566986,42,851.691907
-77.930244,50,851.721363
-78.64555,50,851.891776
-68.61113,43,851.906658
-84.41666,43,851.906706
-80.76483,54,852.039891
-91.136856,48,852.054561
-77.179825,49,852.304597
-84.292625,53,852.366518
-82.26672,45,852.382155
-103.33961,53,852.457208
-81.64861,52,852.517473
-98.91354,45,852.593453
-90.36875,47,852.60988
-107.34799,50,852.670565
-87.52204,48,852.793593
-88.94268,52,852.838604
-86.50282,48,853.035077
-72.94298,43,853.035162
-86.926575,51,853.143017
-91.98855,46,853.158424
-75.300995,38,853.189947
-106.69558,53,853.321473
-75.037384,54,853.416335
-86.91798,53,853.477156
-89.65288,48,853.569649
-71.570885,39,853.629078
-109.566154,58,853.672535
-78.10963,46,853.840591
-90.863464,53,853.840678
-73.541046,47,853.869615
-79.04441,47,853.90229
-74.24227,40,853.932929
-79.25546,41,854.044964
-68.982544,40,854.091477
-74.43948,40,854.182009
-76.428986,41,854.25963
-75.73649,41,854.471589
-76.456665,45,854.534226
-95.72867,58,854.563817
-74.985565,47,854.595061
-78.27478,45,854.62622
-84.10766,50,854.674778
-69.65231,45,854.78292
-116.44982,56,854.906288
-89.33546,50,854.952607
-91.06852,46,854.969271
-71.01779,45,855.168761
-77.54479,51,855.325658
-86.28446,49,855.388394
-83.9434,54,855.404198
-78.03443,52,855.404241
-89.877495,49,855.434499
-70.45445,47,855.515218
-74.30155,43,855.622017
-90.29847,48,855.652309
-93.04474,55,855.814422
-68.5408,45,855.860635
-80.531075,40,856.016593
-105.696754,50,856.153004
-104.4433,54,856.153087
-96.374565,50,856.168634
-77.154686,48,856.242956
-119.86753,56,856.289465
-92.946175,51,856.393599
-79.67183,51,856.423432
-80.8752,41,856.482361
-54.146465,47,856.526662
-76.13019,49,856.75736
-75.799866,42,856.787689
-79.57607,42,856.803989
-87.5448,47,856.86377
-92.46973,48,856.971227
-79.55682,49,857.034508
-85.28024,46,857.13111
-78.6068,43,857.146626
-66.80195,50,857.161814
-69.16164,45,857.222583
-83.39937,35,857.299548
-76.26329,46,857.576736
-73.64583,52,857.608792
-108.57309,53,857.608849
-79.21993,42,857.688428
-85.66295,50,857.750684
-84.94305,47,857.857378
-88.04498,50,857.920199
-77.986435,45,857.997903
-86.08601,54,857.997983
-99.13061,54,858.056653
-79.62869,42,858.226434
-87.87083,42,858.333951
-97.03886,48,858.348978
-90.13181,52,858.410248
-98.86459,49,858.502922
-84.17434,45,858.549463
-87.25198,42,858.643071
-75.017624,45,858.690236
-78.49719,51,858.704727
-84.169876,48,858.797589
-85.2559,41,858.981995
-87.08644,51,859.011525
-81.612854,42,859.058534
-84.51257,48,859.073163
-74.16058,37,859.123466
-107.636696,48,859.246625
-75.4306,40,859.26206
-70.61076,47,859.433044
-95.391205,51,859.478922
-72.263985,44,859.478985
-75.89722,42,859.661739
-99.438484,43,859.72338
-73.826225,44,859.752447
-81.17933,52,859.784102
-68.64946,39,859.846195
-81.56998,48,859.861176
-80.009,46,859.970163
-68.65254,38,860.061571
-71.10654,41,860.10765
-68.66938,52,860.227013
-84.479546,43,860.381534
-92.11172,51,860.442739
-80.730225,48,860.488449
-77.426636,47,860.505007
-79.11133,47,860.567832
-83.061066,39,860.567907
-103.11112,49,860.613549
-82.68822,39,860.707049
-78.71023,48,860.800807
-77.97112,42,860.876744
-75.26418,49,861.134194
-97.54393,43,861.228122
-91.51775,52,861.244105
-83.796585,50,861.258811
-75.12483,50,861.274942
-80.778,48,861.353437
-85.31949,53,861.384806
-85.11374,52,861.5089
-62.4589,46,861.587514
-85.22464,52,861.603047
-66.5196,43,861.80767
-86.06158,44,861.9632
-84.52786,47,861.992556
-86.585335,49,862.008318
-78.404396,41,862.023466
-67.86464,43,862.023507
-89.296555,59,862.146199
-91.352066,40,862.220051
-83.02359,49,862.340113
-56.41268,55,862.355635
-68.460754,47,862.526398
-108.197365,51,862.739497
-78.31688,50,862.754527
-78.90689,50,862.770191
-102.86471,53,862.832036
-101.38953,54,862.847939
-94.49075,49,862.892677
-96.9791,47,862.940099
-94.06867,44,863.033141
-89.98937,48,863.079296
-85.05819,47,863.245959
-85.430954,42,863.401751
-73.42684,45,863.431549
-85.572105,49,863.522217
-87.26487,48,863.58636
-76.062546,45,863.631782
-91.06119,54,863.661729
-80.944046,41,863.661784
-104.889626,51,863.677103
-91.627975,45,863.769005
-81.36079,44,863.921648
-74.82314,41,864.027636
-72.24513,41,864.057407
-86.229904,34,864.101938
-82.384766,48,864.259217
-89.821236,44,864.350863
-86.10752,49,864.382523
-78.84356,47,864.382577
-84.28894,49,864.413393
-77.186356,41,864.550145
-94.733185,54,864.594711
-75.3497,46,864.735219
-87.1146,50,864.875573
-89.005745,54,864.890401
-105.5117,46,865.08882
-91.02532,49,865.10388
-69.449036,38,865.1329
-128.45638,58,865.14787
-97.66979,51,865.163454
-93.26886,49,865.163501
-89.35662,53,865.4099
-78.36492,45,865.579168
-102.36007,55,865.57926
-102.22418,53,865.685723
-104.2666,47,865.8078
-85.4832,48,865.837944
-100.46572,48,865.897766
-98.241745,50,865.927075
-104.712234,53,865.959279
-77.64938,55,865.974123
-69.49031,43,866.063565
-73.58619,42,866.32752
-88.166405,50,866.342955
-73.81104,54,866.403594
-80.92763,43,866.46429
-85.56018,37,866.523941
-81.735596,43,866.553286
-90.79899,53,867.064458
-75.02692,40,867.094403
-81.02787,51,867.126147
-102.880104,54,867.217573
-89.781715,46,867.515695
-92.39059,52,867.546447
-105.642105,55,867.576174
-73.67698,49,867.781469
-101.41154,47,867.813582
-84.468864,48,867.858149
-78.322815,42,867.917547
-101.4386,51,868.019683
-95.12367,55,868.050946
-99.2793,50,868.128578
-75.5348,41,868.430396
-101.90972,49,868.446023
-70.67964,46,868.476473
-114.573395,55,868.507144
-70.668236,39,868.507195
-98.63843,55,868.566003
-90.62451,51,868.625618
-92.92031,45,868.70475
-77.636086,48,868.856891
-82.049034,56,868.900524
-97.39291,43,869.080454
-68.67902,39,869.094919
-63.040184,40,869.110192
-78.85414,47,869.153854
-77.889244,48,869.199974
-107.56866,51,869.339932
-101.65628,53,869.431043
-85.50171,49,869.446126
-70.93644,46,869.551337
-85.67911,48,869.626645
-75.4482,45,869.776953
-76.51505,46,869.807366
-92.4722,49,869.821836
-83.9901,44,869.821875
-91.73964,51,869.970241
-71.714584,47,870.046736
-85.98017,48,870.154515
-70.394714,43,870.198047
-71.321335,52,870.229988
-93.0142,46,870.321232
-89.94653,45,870.459276
-57.495037,47,870.533228
-88.37578,51,870.575313
-99.67143,56,870.664256
-84.831436,52,870.757805
-68.17439,39,870.788019
-100.09293,55,870.87929
-83.137856,48,870.879375
-71.65393,49,871.058341
-84.6037,56,871.073697
-69.47682,49,871.196667
-65.653076,45,871.258281
-70.1888,34,871.302772
-84.57716,52,871.319091
-84.92279,44,871.336039
-87.79633,40,871.488413
-87.43007,49,871.503228
-85.88817,43,871.534078
-106.74633,52,871.85034
-81.3742,45,871.880532
-97.09348,53,871.880589
-75.01313,46,871.955575
-71.95206,43,871.971689
-86.7524,42,871.971726
-72.37044,45,871.986938
-66.78558,38,872.061135
-93.10329,51,872.299531
-97.65189,53,872.299618
-89.15411,44,872.545227
-98.540054,49,872.589754
-75.43675,41,872.604736
-85.84236,47,872.665912
-111.5737,53,872.682332
-102.95618,53,872.775777
-96.36558,55,872.808111
-79.21734,50,872.824178
-72.67972,49,873.054294
-77.12422,51,873.083979
-89.98045,39,873.141948
-93.21402,49,873.335717
-82.11313,52,873.395349
-76.10841,40,873.410841
-88.87312,51,873.44037
-72.72231,51,873.456424
-74.83981,51,873.549367
-83.225204,52,873.609774
-81.492325,42,873.68659
-90.09965,49,873.824661
-93.454796,50,873.901355
-66.286224,40,873.946336
-78.83207,41,874.020926
-83.45696,42,874.083649
-83.47733,44,874.128305
-96.30445,49,874.159227
-69.05626,45,874.23816
-96.486725,42,874.32874
-73.147224,50,874.373617
-81.4004,37,874.46336
-72.90798,40,874.554955
-83.65043,53,874.632932
-81.79205,41,874.709691
-80.455,47,874.739272
-68.26272,41,874.783211
-88.66509,50,874.898294
-94.07881,54,875.081879
-76.84262,46,875.099316
-115.233406,48,875.23034
-86.04809,60,875.278597
-95.43002,47,875.312223
-82.760994,40,875.444818
-96.9032,44,875.460349
-103.031006,53,875.493403
-74.58594,49,875.510294
-85.09586,43,875.608876
-87.92697,51,875.926574
-87.63356,39,875.940547
-74.35446,43,875.969821
-108.295616,57,875.999462
-84.39043,49,876.015834
-72.952835,45,876.152682
-70.97951,39,876.21359
-97.82654,46,876.22926
-94.55423,50,876.24446
-92.37287,54,876.335569
-64.12367,37,876.49015
-79.78742,39,876.597234
-90.927444,46,876.672909
-82.46446,47,876.732686
-78.83186,39,876.746994
-75.90083,35,876.762203
-104.89983,56,876.791713
-105.20897,49,876.959623
-83.232346,51,877.018968
-98.32843,54,877.151811
-80.274414,55,877.316649
-71.81131,39,877.347163
-90.35863,46,877.362901
-88.81897,52,877.377177
-84.42571,49,877.468232
-81.602066,51,877.511764
-67.28445,39,877.542694
-91.100746,51,877.557418
-82.78042,49,877.75504
-69.88843,35,877.891391
-74.00629,35,877.90729
-82.63798,42,877.952509
-95.32269,54,877.967728
-91.025215,42,877.982464
-88.58233,50,878.223787
-78.66826,48,878.238963
-115.58961,50,878.299612
-91.452484,56,878.406926
-85.104355,48,878.482231
-76.29747,45,878.633924
-79.710045,50,878.65038
-89.12699,49,878.650422
-71.44665,52,878.75711
-91.625435,53,878.788146
-86.82291,54,879.051342
-93.668884,53,879.051446
-80.90464,54,879.127586
-77.7669,46,879.190924
-76.065506,38,879.22105
-97.942535,53,879.221106
-71.64351,46,879.357488
-77.44652,47,879.372923
-98.92929,51,879.53939
-81.781654,50,879.554812
-88.29763,35,879.657927
-81.57587,36,879.733799
-82.18892,48,879.779441
-74.25188,53,879.85514
-73.67499,40,879.963212
-82.56512,49,879.963294
-75.081085,50,879.978581
-98.37448,47,880.083045
-75.43201,47,880.26553
-74.24742,49,880.281465
-73.80923,41,880.281498
-103.42647,47,880.494631
-70.09108,46,880.556447
-65.29649,39,880.556517
-82.4097,55,880.572715
-85.99521,49,880.712425
-66.1355,50,880.743283
-77.50932,35,880.803855
-84.97154,50,880.84934
-70.43921,48,881.020285
-85.83607,50,881.052298
-76.39401,39,881.172217
-68.68558,40,881.172295
-66.79896,44,881.172309
-69.90219,47,881.282269
-89.86139,46,881.421907
-99.81521,50,881.517167
-78.06184,48,881.548135
-69.80058,36,881.579326
-81.25032,54,881.68327
-70.65197,43,881.835586
-101.352234,53,881.866626
-80.22102,49,881.927668
-105.88558,53,881.989411
-102.97637,52,882.079722
-66.98813,39,882.110639
-83.11739,50,882.187259
-80.48132,43,882.234757
-89.70494,56,882.405787
-73.93074,44,882.928541
-104.91959,54,882.928617
-95.20922,44,882.958587
-79.99506,40,882.958642
-83.82724,40,892.868768
-81.30937,50,893.143206
-98.516304,48,893.190274
-97.08541,56,893.205959
-83.0721,55,893.347329
-89.907936,51,893.451332
-74.164505,42,893.451418
-75.76875,49,893.529223
-73.323044,50,893.545129
-86.592224,48,893.545171
-70.58961,50,893.635398
-80.627686,52,893.94042
-74.14453,51,893.987324
-79.20668,54,894.018021
-54.725765,49,894.202148
-106.06881,56,894.202236
-80.23537,51,894.234539
-77.52551,49,894.296262
-70.87683,52,894.340904
-60.70927,50,894.402056
-93.804596,59,894.432185
-86.08642,43,894.644559
-72.137985,48,894.67465
-77.640755,39,894.82765
-86.44766,53,894.827739
-97.67653,50,894.965644
-73.19467,52,894.996929
-97.71731,54,895.124841
-100.51312,54,895.172832
-79.83783,53,895.219914
-82.067474,53,895.250078
-79.14682,51,895.463892
-71.28621,43,895.49532
-91.22711,57,895.526509
-87.362976,38,895.558429
-103.89716,56,895.704618
-85.94604,38,895.843389
-102.26798,56,895.874896
-77.584755,52,895.936784
-76.47574,53,895.997601
-84.12645,50,895.997675
-82.34963,48,896.213631
-94.232216,54,896.335442
-84.1975,34,896.367181
-94.774506,56,896.399251
-88.71271,55,896.414172
-80.802536,54,896.536878
-81.03952,47,896.598592
-63.83113,45,896.694811
-72.69585,56,896.799519
-78.25125,52,896.799604
-97.93959,49,896.96904
-73.69157,45,897.103105
-67.76814,47,897.118742
-88.40285,53,897.149071
-81.497406,55,897.211391
-109.2522,53,897.346954
-57.568005,49,897.347044
-79.86826,50,897.454437
-92.424576,51,897.574103
-85.72087,52,897.589754
-70.94472,47,897.680762
-90.56403,46,897.846706
-61.796238,45,897.892728
-105.01469,54,897.936953
-90.8068,56,897.951374
-85.990845,47,898.054466
-80.72847,48,898.069332
-81.37076,52,898.233528
-69.50332,53,898.367164
-75.75803,52,898.367255
-85.05556,49,898.411038
-88.68432,44,898.594287
-71.15878,53,898.642142
-98.69219,52,898.672864
-99.23023,55,898.788763
-65.65837,55,898.921798
-75.07974,57,898.937941
-79.90649,52,899.054718
-77.54929,49,899.152302
-63.248646,47,899.168423
-69.34896,53,899.219081
-84.42162,49,899.457515
-104.683586,53,899.474159
-86.215454,49,899.489837
-86.4086,53,899.669358
-73.08094,34,899.718934
-70.31086,52,899.783604
-106.65098,52,899.800659
-89.104004,51,899.901814
-64.31351,45,899.970055
-79.758804,50,900.003342
-79.79987,48,900.283979
-111.37633,52,900.315654
-72.79387,52,900.332978
-100.367294,52,900.530559
-80.67423,50,900.547196
-82.175995,42,900.665218
-100.136345,54,900.68189
-94.66858,48,900.698551
-72.02532,54,900.698593
-85.248344,49,900.812957
-86.65972,52,901.142717
-92.92011,52,901.175591
-94.498116,55,901.242764
-76.93655,46,901.291243
-78.879616,52,901.406338
-84.474365,50,901.491205
-86.310875,53,901.55379
-71.301,48,901.599352
-87.29141,55,901.59944
-100.42706,59,901.660182
-88.40634,48,901.931243
-67.785164,45,901.947523
-74.95087,52,901.96418
-86.128105,51,902.086497
-86.810684,55,902.255916
-82.874084,47,902.271026
-104.215256,55,902.332702
-66.65129,50,902.365212
-99.87897,51,902.382371
-85.12167,50,902.42851
-75.50838,48,902.677659
-74.25046,51,902.752546
-64.507675,53,902.768515
-78.64856,46,902.797974
-84.370926,49,903.02857
-74.41336,42,903.044255
-87.31422,47,903.109827
-105.64274,54,903.125271
-66.98659,44,903.125313
-76.034836,54,903.195791
-68.98035,45,903.538992
-99.13907,56,903.588411
-83.4223,51,903.605873
-89.17706,52,903.605909
-84.06013,47,903.807438
-80.93989,43,903.842076
-83.7997,50,903.874571
-66.10426,49,903.93981
-96.10829,56,904.041319
-83.17121,52,904.058281
-73.544106,46,904.305431
-73.51669,48,904.387093
-54.31893,51,904.452646
-97.66688,54,904.506121
-69.14195,43,904.521811
-66.84786,37,904.653027
-69.58962,48,904.6696
-63.30358,51,904.687369
-77.81373,52,904.802751
-97.74005,53,904.935404
-71.69849,45,905.050989
-87.177895,47,905.167542
-87.29752,46,905.218762
-85.17908,48,905.320219
-103.70477,56,905.43161
-85.84149,47,905.448499
-84.98126,46,905.448535
-86.0883,48,905.448549
-72.52225,45,905.548631
-70.52177,45,905.679375
-70.08266,38,905.847654
-85.835495,49,905.864388
-79.71728,50,906.144524
-92.794426,59,906.144614
-66.32258,47,906.212161
-76.61713,48,906.244783
-78.38986,49,906.261781
-77.385704,53,906.328288
-80.93524,48,906.345796
-90.95343,51,906.525666
-88.97796,47,906.640611
-82.91844,50,906.673857
-88.301704,46,906.972261
-93.078896,45,907.004909
-67.2493,54,907.039509
-99.5045,58,907.104133
-75.80409,53,907.12259
-80.394356,52,907.208118
-96.37901,55,907.240299
-85.78423,46,907.289932
-71.05552,50,907.476891
-95.900955,49,907.493177
-72.68289,44,907.70832
-70.29764,49,907.827883
-88.14911,51,907.891087
-90.67206,54,908.006986
-90.469475,53,908.007075
-91.212944,50,908.04062
-83.41639,55,908.158825
-115.26618,60,908.291047
-63.32704,49,908.309536
-94.475845,51,908.326108
-68.49246,43,908.424189
-97.89461,55,909.173951
-83.724754,56,909.262901
-87.17676,52,909.309227
-87.16129,53,909.325787
-83.142685,51,909.325834
-79.789856,45,909.340878
-64.87984,39,909.391691
-81.610306,48,909.519117
-91.17975,48,909.551429
-74.277954,43,909.570298
-94.07634,50,909.996939
-83.039474,47,910.03008
-80.65448,44,910.03013
-78.6035,50,910.143306
-98.08832,52,910.178011
-75.98414,49,910.195847
-82.05672,54,910.228046
-81.29604,50,910.393934
-70.703415,56,910.475218
-92.19148,60,910.510818
-102.72845,48,910.83001
-75.991905,43,910.864264
-76.02922,42,910.896917
-79.43242,54,910.930338
-80.575226,58,910.961808
-90.88118,50,911.010332
-71.39093,40,911.139956
-112.08919,57,911.171683
-85.60171,44,911.236841
-79.413826,53,911.269079
-70.88144,41,911.502287
-100.81477,50,911.71798
-84.99721,53,911.734468
-75.465256,49,911.734508
-82.908104,49,911.767833
-96.15682,54,911.899132
-77.31087,45,911.915125
-82.5205,52,911.998993
-78.82689,49,912.048223
-80.60212,48,912.064226
-77.7927,48,912.29194
-82.94401,49,912.536551
-67.12434,40,912.553262
-90.54677,53,912.584934
-69.50015,53,912.602054
-93.00095,56,912.683585
-63.115795,45,912.732725
-88.85202,52,912.765841
-80.72789,44,912.782297
-76.67973,49,912.848328
-90.18364,59,913.261472
-82.58711,49,913.343544
-85.94748,47,913.376567
-70.96266,42,913.429478
-96.48073,54,913.446542
-95.76392,53,913.463107
-97.39846,49,913.496894
-61.17858,49,913.576824
-87.05315,54,913.739966
-107.57426,58,913.740055
-89.188995,45,914.000828
-79.76589,42,914.064702
-64.28281,44,914.154926
-62.280613,50,914.155009
-63.409668,51,914.248145
-89.315094,51,914.278967
-93.531876,51,914.307159
-81.4127,55,914.441748
-65.7488,49,914.500429
-66.854675,37,914.558319
-87.60911,54,914.573048
-73.66415,45,914.737168
-67.37629,40,914.75395
-72.57232,56,914.99558
-80.68847,51,915.009471
-70.21446,48,915.024405
-74.134834,52,915.055877
-61.36292,38,915.073396
-75.801,45,915.117733
-80.85364,48,915.29774
-76.14206,57,915.418233
-94.369995,53,915.536983
-93.24539,59,915.641191
-68.06468,48,915.740522
-93.54672,50,915.757262
-92.574455,50,915.83589
-103.06671,53,915.868072
-96.24919,50,915.884049
-108.27399,59,915.932407
-71.79228,52,916.111184
-75.0827,53,916.259931
-68.42835,34,916.30854
-89.70729,49,916.325091
-92.18199,54,916.518622
-74.44414,46,916.617344
-80.82709,57,916.669052
-92.35393,53,916.751368
-66.534775,52,916.78511
-86.92176,60,916.818466
-75.74316,46,916.869133
-70.01912,49,917.074512
-71.985466,49,917.140714
-82.099785,54,917.207347
-96.821495,55,917.439046
-67.55409,44,917.552131
-101.4732,57,917.569116
-103.79408,56,917.60274
-85.893265,50,917.619094
-104.25941,57,917.700569
-68.139404,50,917.700653
-70.7292,54,917.963458
-93.6986,55,918.046849
-75.42109,41,918.111292
-100.0796,56,918.127349
-68.108284,45,918.344384
-84.5743,49,918.426851
-73.66443,53,918.443433
-76.59841,47,918.476551
-96.14746,58,918.50945
-65.96772,52,918.558218
-74.21739,41,918.644318
-83.93828,45,918.791852
-62.17117,37,918.939851
-70.84958,52,918.954747
-94.66069,56,919.031033
-78.448975,43,919.150167
-85.37138,47,919.184131
-76.73762,45,919.335176
-83.66853,53,919.335265
-118.10278,59,919.349845
-73.33757,51,919.349889
-83.34961,47,919.500369
-87.44892,46,919.653549
-101.606895,54,919.756218
-113.06727,59,919.922991
-87.528656,52,919.939059
-87.376526,55,920.013509
-68.951866,46,920.029194
-68.48372,48,920.072955
-93.60747,52,920.120891
-74.898346,56,920.194717
-79.13531,47,920.209741
-81.21101,41,920.271164
-72.55246,53,920.566663
-70.400955,43,920.597853
-90.41563,51,920.706852
-72.94158,42,920.722136
-79.27818,49,920.768539
-78.69861,38,920.799263
-63.561733,51,920.814665
-66.802795,51,920.905164
-86.286255,52,920.998014
-81.05445,55,921.120224
-83.724945,45,921.257765
-103.947296,52,921.394392
-74.951324,48,921.439832
-81.39887,49,921.471249
-102.56779,49,921.546483
-95.81003,53,921.577569
-87.31292,42,921.640692
-95.96034,55,921.657719
-118.53917,50,921.672753
-79.35653,52,921.919068
-73.91082,53,922.075279
-73.029594,45,922.168681
-79.25383,49,922.199142
-88.75459,56,922.261469
-54.913887,40,922.27612
-83.34537,52,922.353379
-88.44696,49,922.431219
-88.39022,52,922.447966
-133.53381,61,922.521281
-79.88812,52,922.724364
-84.160706,45,922.861274
-85.28051,43,922.861357
-70.18474,55,922.922946
-76.69676,56,923.133258
-107.26232,59,923.16412
-76.47072,44,923.194592
-86.10026,50,923.209465
-94.45253,54,923.256402
-77.59489,60,923.272281
-74.7888,47,923.443889
-76.955734,43,923.521271
-71.842834,44,923.537121
-81.14163,45,923.612887
-83.483444,36,923.763093
-91.65521,53,923.945536
-97.44742,46,923.977083
-98.19879,53,924.006613
-106.53525,59,924.066566
-105.182014,56,924.112306
-72.77414,46,924.144505
-57.897842,50,924.300111
-77.51724,53,924.33006
-75.687256,47,924.330112
-72.54688,39,924.552614
-93.64201,57,924.650733
-77.52579,42,924.66817
-62.315197,45,924.828058
-89.79684,48,924.828163
-119.38965,59,924.909849
-79.881035,44,925.481621
-107.00328,58,925.514732
-92.45978,51,925.563498
-99.318016,56,925.680301
-64.2836,37,925.713381
-75.389435,48,925.779143
-90.5642,48,926.060237
-93.638054,59,926.060327
-57.90101,51,926.110487
-76.92982,49,926.162086
-108.519104,58,936.193209
-100.1336,56,936.193297
-72.024445,44,936.252906
-104.29573,57,936.252982
-83.275764,50,936.283199
-93.63212,54,936.313631
-79.28977,43,936.498947
-78.83949,51,936.665832
-106.89535,57,936.709842
-81.04028,57,936.803334
-77.60433,41,936.820268
-67.03354,41,936.882915
-84.92285,42,936.898018
-65.13361,47,936.913788
-76.67482,46,936.994011
-104.22779,53,937.136475
-81.96202,52,937.309354
-69.762794,40,937.449392
-92.62146,49,937.479976
-103.78061,53,937.496482
-77.93274,49,937.651875
-75.95799,52,937.727953
-114.64199,59,937.72804
-84.07711,54,937.743169
-98.8573,51,937.789731
-84.1605,53,937.960257
-91.75799,48,938.052567
-79.94558,50,938.221295
-101.83187,53,938.311554
-74.637955,43,938.311669
